skill_1,skill_2,frequency
Python,manage standards for data exchange,2
information architecture,types of tidal stream generators,2
information architecture,supervision of persons,2
learning management systems,risk management,2
R,semiconductors,2
R,process data,2
Tableau,business intelligence,2
Snowflake,semiconductors,2
Snowflake,radiotherapy,2
Power BI,semiconductors,2
Snowflake,Tableau,2
SQL,information architecture,2
Data Manipulation,Python,2
DAX,data visualisation software,2
pricing strategies,statistics,2
pricing strategies,risk management,2
types of tidal stream generators,use computer telephony integration,2
social development,use computer telephony integration,2
analyse business requirements,engage with stakeholders,2
liaise with quality assurance,use computer telephony integration,2
User Acceptance Testing,system design,2
system design,use computer telephony integration,2
Tableau,solar energy,2
analyse pipeline database information,apply information security policies,2
Scala,information architecture,2
Scala,define data quality criteria,2
use computer telephony integration,write technical reports,2
Python,SQL Server Integration Services,2
Jira,"data extraction, transformation and loading tools",2
Jira,SQL,2
public relations,systems development life-cycle,2
liaise with quality assurance,write technical reports,2
Tableau,semiconductors,2
execute integration testing,use computer telephony integration,2
execute integration testing,system design,2
execute integration testing,ski,2
ICT project management methodologies,system design,2
ICT project management methodologies,ski,2
ICT project management methodologies,demonstrate leadership in social service cases,2
ICT project management methodologies,conduct patch testing,2
troubleshoot,use computer telephony integration,2
User Acceptance Testing,execute integration testing,2
Software Development Life Cycle,use computer telephony integration,2
Software Development Life Cycle,system design,2
Software Development Life Cycle,execute integration testing,2
Software Development Life Cycle,business analysis,2
Software Development Life Cycle,User Acceptance Testing,2
Requirements Gathering,use computer telephony integration,2
Requirements Gathering,system design,2
conduct patch testing,use computer telephony integration,2
business analysis,conduct patch testing,2
User Acceptance Testing,use computer telephony integration,2
perform software unit testing,statistics,2
Requirements Gathering,execute integration testing,2
define data quality criteria,social innovation,2
data engineering,types of tidal stream generators,2
apply information security policies,define data quality criteria,2
social innovation,statistics,2
natural gas,social innovation,2
computer programming,use personal organization software,2
computer programming,supervise work on design planning,2
computer programming,simplify communication in maritime management,2
Databricks,Jira,2
Databricks,Git,2
Java (computer programming),Snowflake,2
Git,"data extraction, transformation and loading tools",2
Requirements Gathering,business analysis,2
Requirements Gathering,User Acceptance Testing,2
simplify communication in maritime management,statistics,2
semiconductors,use personal organization software,2
semiconductors,supervise work on design planning,2
semiconductors,simplify communication in maritime management,2
integrated circuits,solve problems,2
Microsoft Excel,solve problems,2
supervise work on design planning,use personal organization software,2
statistics,use personal organization software,2
communication,make data-driven decisions,2
Databricks,Snowflake,2
Databricks,SQL,2
statistics,troubleshoot,2
semiconductors,troubleshoot,2
analyse pipeline database information,solar energy,2
business intelligence,solar energy,2
business intelligence,process data,2
ICT project management methodologies,User Stories,2
plan,system design,2
manage system testing,system design,2
manage system testing,plan,2
Scala,sing,2
Scala,manage ICT virtualisation environments,2
data warehouse,sing,2
integrated development environment software,semiconductors,2
natural gas,troubleshoot,2
natural gas,perform software unit testing,2
information architecture,process data,2
learning management systems,semiconductors,2
identify process improvements,use computer telephony integration,2
statistics,supervise work on design planning,2
simplify communication in maritime management,use personal organization software,2
simplify communication in maritime management,supervise work on design planning,2
JavaScript,SAS,2
reverse engineering,search engines,2
CI/CD,computer programming,2
Scala,data warehouse,2
SQL,types of tidal stream generators,2
C#,R,2
CI/CD,Performance Optimization,2
CI/CD,Data Governance,2
semiconductors,solar energy,2
radiotherapy,solar energy,2
computer programming,troubleshoot,2
computer programming,perform software unit testing,2
plan,statistics,2
ICT project management methodologies,solve problems,2
make data-driven decisions,statistics,2
ICT project management methodologies,plan,2
ICT project management methodologies,validation of learning acquired through volunteering,2
ICT project management methodologies,learning management systems,2
Apache Kafka,reverse engineering,2
Apache Kafka,"data extraction, transformation and loading tools",2
Apache Kafka,Scala,2
Apache Kafka,SQL,2
reverse engineering,types of tidal stream generators,2
"data extraction, transformation and loading tools",types of tidal stream generators,2
augmented reality,computer programming,2
analyse business requirements,statistics,2
business requirements techniques,use computer telephony integration,2
business requirements techniques,think creatively,2
business requirements techniques,natural gas,2
business requirements techniques,learning management systems,2
information architecture,solar energy,2
information architecture,semiconductors,2
Apache Hadoop,Apache Kafka,2
Java (computer programming),"data extraction, transformation and loading tools",2
Apache Spark,types of tidal stream generators,2
Apache Spark,reverse engineering,2
Apache Spark,data warehouse,2
Generative AI,natural gas,2
analyse business requirements,identify process improvements,2
analyse business requirements,business analysis,2
business analysis,think creatively,2
business analysis,semiconductors,2
business analysis,perform software unit testing,2
analyse business requirements,use computer telephony integration,2
process data,radiotherapy,2
Microsoft Excel,statistical modeling techniques,2
Data Governance,learning management systems,2
Data Governance,Jenkins (tools for software configuration management),2
Kubernetes,PyTorch,2
Jenkins (tools for software configuration management),cloud technologies,2
Performance Optimization,data engineering,2
Performance Optimization,analyse pipeline database information,2
Performance Optimization,Scala,2
Performance Optimization,machine learning,2
analyse pipeline database information,machine learning,2
cloud technologies,reverse engineering,2
cloud technologies,learning management systems,2
Apache Hadoop,Scala,2
morality,project management,2
